investor_id,num_sips,avg_gap_days,max_gap_days,at_risk,age_group,city
INV003738,6,50.6,117,Yes,26-35,Noida
INV003740,7,51.8,172,Yes,56+,Bangalore
INV003741,7,67.7,159,Yes,36-45,Bhopal
INV003744,6,86.8,187,Yes,18-25,Mysore
INV003745,6,70.2,183,Yes,36-45,Kolkata
INV003748,8,56.1,182,Yes,46-55,Indore
INV003757,7,81.8,156,Yes,18-25,Agra
INV003761,8,51.9,150,Yes,46-55,Mysore
INV003766,8,65.3,192,Yes,36-45,Kolkata
INV003767,9,47.5,125,Yes,36-45,Bhopal
INV003771,10,50.8,130,Yes,46-55,Hyderabad
INV003772,9,34.5,72,Yes,18-25,Amritsar
INV003775,6,74.0,151,Yes,56+,Mumbai
INV003779,6,76.4,160,Yes,26-35,New Delhi
INV003780,8,57.4,135,Yes,26-35,Faridabad
INV003781,7,64.8,199,Yes,26-35,Coimbatore
INV003785,6,74.2,160,Yes,36-45,Bangalore
INV003787,9,63.2,178,Yes,46-55,Mysore
INV003793,7,72.3,203,Yes,46-55,New Delhi
INV003795,7,67.7,122,Yes,18-25,Kolkata
INV003811,7,78.7,141,Yes,46-55,Surat
INV003812,7,50.8,174,Yes,18-25,Faridabad
INV003813,6,82.2,122,Yes,36-45,Udaipur
INV003815,7,72.5,217,Yes,36-45,Surat
INV003824,7,71.5,196,Yes,26-35,Hyderabad
INV003825,6,81.2,99,Yes,56+,Hyderabad
INV003828,7,30.7,109,Yes,18-25,Bangalore
INV003829,10,48.6,159,Yes,36-45,Amritsar
INV003830,6,71.4,115,Yes,26-35,Amritsar
INV003844,7,68.5,197,Yes,26-35,Nashik
INV003847,8,50.0,66,Yes,26-35,Hyderabad
INV003849,6,77.2,146,Yes,26-35,Mysore
INV003851,7,57.8,121,Yes,46-55,Bangalore
INV003860,6,46.0,72,Yes,26-35,Chandigarh
INV003862,7,60.2,184,Yes,26-35,Indore
INV003865,7,85.2,235,Yes,18-25,Ahmedabad
INV003868,6,87.6,264,Yes,36-45,Surat
INV003872,9,45.4,85,Yes,26-35,Kanpur
INV003876,6,77.6,160,Yes,18-25,Udaipur
INV003880,8,68.6,193,Yes,26-35,Surat
INV003885,6,71.6,281,Yes,36-45,Kolkata
INV003892,10,55.2,114,Yes,46-55,Amritsar
INV003896,6,82.0,255,Yes,56+,Faridabad
INV003897,6,71.6,144,Yes,26-35,Coimbatore
INV003903,8,50.3,130,Yes,18-25,Mysore
INV003905,7,62.5,103,Yes,26-35,Mumbai
INV003906,10,55.1,115,Yes,36-45,Faridabad
INV003912,6,68.6,195,Yes,26-35,Kolkata
INV003913,8,61.4,136,Yes,36-45,Hyderabad
INV003916,6,67.2,114,Yes,26-35,Mysore
INV003920,8,66.9,132,Yes,26-35,Chandigarh
INV003936,6,89.6,227,Yes,36-45,Chandigarh
INV003938,7,52.5,110,Yes,36-45,Gurugram
INV003940,7,70.7,151,Yes,36-45,Kolkata
INV003943,9,42.5,88,Yes,46-55,Hyderabad
INV003945,7,56.3,175,Yes,46-55,Ahmedabad
INV003946,7,69.2,147,Yes,26-35,Mysore
INV003948,7,43.7,101,Yes,18-25,Indore
INV003952,7,54.7,95,Yes,36-45,Chennai
INV003958,6,85.6,133,Yes,18-25,Faridabad
INV003962,8,68.7,302,Yes,26-35,Gurugram
INV003964,10,51.2,130,Yes,26-35,Chandigarh
INV003968,6,92.4,209,Yes,46-55,Mumbai
INV003972,6,84.2,224,Yes,26-35,Agra
INV003975,8,50.1,125,Yes,36-45,Ahmedabad
INV003978,8,68.1,209,Yes,26-35,Hyderabad
INV003979,8,56.0,123,Yes,36-45,Indore
INV003981,7,67.7,237,Yes,46-55,Faridabad
INV003985,6,93.0,191,Yes,18-25,Coimbatore
INV003996,6,95.2,244,Yes,36-45,Bangalore
INV004001,8,40.3,123,Yes,56+,Noida
INV004004,10,40.8,88,Yes,18-25,Gurugram
INV004005,7,73.7,314,Yes,26-35,Kolkata
INV004007,7,38.8,102,Yes,18-25,New Delhi
INV004009,8,62.3,87,Yes,18-25,Ahmedabad
INV004014,9,61.9,182,Yes,56+,Hyderabad
INV004015,6,88.0,190,Yes,18-25,Mumbai
INV004017,7,40.5,85,Yes,36-45,Kolkata
INV004023,10,52.0,93,Yes,46-55,Chennai
INV004037,6,74.6,137,Yes,26-35,Ahmedabad
INV004038,7,71.7,207,Yes,26-35,Surat
INV004049,6,48.2,83,Yes,36-45,Ahmedabad
INV004063,8,56.6,167,Yes,36-45,Gurugram
INV004066,7,75.2,319,Yes,46-55,Surat
INV004069,6,74.0,196,Yes,26-35,Noida
INV004070,7,67.7,170,Yes,26-35,Pune
INV004079,7,71.3,164,Yes,36-45,Bangalore
INV004085,7,68.3,260,Yes,36-45,Pune
INV004091,6,73.6,240,Yes,26-35,Chennai
INV004094,6,55.8,167,Yes,26-35,Faridabad
INV004098,6,58.2,87,Yes,26-35,Noida
INV004099,6,58.8,174,Yes,26-35,Kolkata
INV004106,6,55.8,151,Yes,26-35,Surat
INV004112,6,55.2,112,Yes,46-55,Bhopal
INV004116,10,54.9,117,Yes,36-45,Ahmedabad
INV004118,6,64.6,161,Yes,36-45,Chandigarh
INV004119,6,73.2,237,Yes,26-35,Kanpur
INV004123,6,85.0,138,Yes,36-45,Gurugram
INV004124,6,63.8,193,Yes,56+,Nashik
INV004125,9,61.6,142,Yes,26-35,Surat
INV004127,6,87.6,190,Yes,36-45,Indore
INV004128,6,67.2,156,Yes,18-25,Faridabad
INV004134,6,35.4,54,Yes,36-45,Kolkata
INV004135,10,50.1,164,Yes,26-35,Coimbatore
INV004143,6,97.0,280,Yes,18-25,Ahmedabad
INV004145,6,66.2,144,Yes,18-25,Surat
INV004146,6,88.2,253,Yes,56+,Agra
INV004147,6,72.2,136,Yes,26-35,Bhopal
INV004149,6,50.2,130,Yes,56+,Udaipur
INV004151,8,63.1,197,Yes,26-35,Mysore
INV004153,8,60.0,125,Yes,46-55,Agra
INV004154,12,46.7,90,Yes,18-25,Mysore
INV004172,8,63.0,196,Yes,26-35,Indore
INV004174,6,86.6,195,Yes,18-25,Udaipur
INV004175,8,67.9,133,Yes,36-45,Coimbatore
INV004177,8,45.4,117,Yes,26-35,Coimbatore
INV004179,6,71.2,129,Yes,26-35,Pune
INV004181,6,93.4,245,Yes,26-35,Lucknow
INV004191,7,77.2,310,Yes,26-35,Nashik
INV004196,7,78.3,219,Yes,46-55,Kolkata
INV004199,6,58.2,138,Yes,56+,Chennai
INV004202,9,47.6,114,Yes,36-45,Kolkata
INV004203,8,66.6,113,Yes,18-25,Indore
INV004208,6,73.4,156,Yes,36-45,Kolkata
INV004212,7,69.3,169,Yes,36-45,Kanpur
INV004216,7,82.0,195,Yes,26-35,Bangalore
INV004228,7,72.3,112,Yes,26-35,Bhopal
INV004232,6,71.4,232,Yes,26-35,Chennai
INV004239,8,61.1,130,Yes,18-25,Bangalore
INV004241,10,53.7,117,Yes,36-45,Mumbai
INV004243,8,55.7,131,Yes,36-45,Amritsar
INV004246,7,34.2,64,Yes,36-45,Kolkata
INV004247,6,87.2,274,Yes,18-25,Chennai
INV004248,7,42.7,93,Yes,46-55,Kolkata
INV004258,7,49.7,105,Yes,36-45,Ahmedabad
INV004266,7,61.8,101,Yes,36-45,New Delhi
INV004267,7,53.3,109,Yes,46-55,Surat
INV004270,7,69.7,204,Yes,18-25,Udaipur
INV004271,6,79.8,157,Yes,18-25,Mumbai
INV004279,8,50.3,116,Yes,36-45,Ahmedabad
INV004281,8,41.7,93,Yes,26-35,Jaipur
INV004282,8,52.9,105,Yes,26-35,Amritsar
INV004285,7,76.2,169,Yes,26-35,Chandigarh
INV004288,7,72.8,223,Yes,18-25,Amritsar
INV004289,11,45.9,201,Yes,26-35,Bangalore
INV004293,6,81.8,142,Yes,36-45,Jaipur
INV004295,9,44.8,119,Yes,36-45,Bangalore
INV004296,6,102.2,304,Yes,26-35,Hyderabad
INV004297,9,41.9,82,Yes,36-45,Bangalore
INV004299,8,64.1,175,Yes,26-35,Hyderabad
INV004306,7,57.0,118,Yes,26-35,Hyderabad
INV004308,7,84.7,244,Yes,26-35,Surat
INV004314,6,83.0,195,Yes,26-35,Gurugram
INV004319,9,60.5,275,Yes,18-25,Surat
INV004321,9,42.0,84,Yes,26-35,Kolkata
INV004324,7,77.7,173,Yes,36-45,Indore
INV004326,10,40.1,78,Yes,26-35,Gurugram
INV004332,8,64.7,149,Yes,36-45,Faridabad
INV004335,8,64.4,104,Yes,26-35,Ahmedabad
INV004338,10,48.9,209,Yes,46-55,Mumbai
INV004340,6,67.8,252,Yes,26-35,Mysore
INV004343,6,63.0,190,Yes,18-25,Bhopal
INV004348,6,52.2,120,Yes,26-35,New Delhi
INV004349,7,72.5,159,Yes,26-35,Gurugram
INV004356,6,30.8,81,Yes,36-45,Kolkata
INV004357,8,72.4,305,Yes,46-55,Gurugram
INV004358,8,45.9,87,Yes,26-35,Coimbatore
INV004361,8,61.6,124,Yes,26-35,Faridabad
INV004364,6,80.6,173,Yes,36-45,Kolkata
INV004367,6,81.6,194,Yes,26-35,Mysore
INV004372,6,59.2,155,Yes,26-35,Faridabad
INV004391,6,57.0,96,Yes,26-35,Mumbai
INV004392,6,90.4,200,Yes,18-25,Kolkata
INV004400,8,46.6,104,Yes,26-35,Agra
INV004401,8,69.9,216,Yes,26-35,Udaipur
INV004403,6,73.6,150,Yes,26-35,Kolkata
INV004410,11,40.9,138,Yes,36-45,Chennai
INV004411,6,61.0,111,Yes,26-35,Mumbai
INV004412,7,82.3,173,Yes,26-35,Amritsar
INV004413,8,69.0,142,Yes,26-35,Mumbai
INV004414,8,53.9,176,Yes,26-35,Lucknow
INV004421,6,90.8,221,Yes,26-35,Amritsar
INV004427,11,50.8,125,Yes,36-45,Amritsar
INV004434,6,84.6,156,Yes,46-55,Surat
INV004446,6,65.8,170,Yes,26-35,Kolkata
INV004447,7,49.8,129,Yes,36-45,Kolkata
INV004450,6,61.6,153,Yes,36-45,Coimbatore
INV004451,6,84.0,137,Yes,56+,Bhopal
INV004452,7,81.0,180,Yes,26-35,Udaipur
INV004454,6,98.4,311,Yes,36-45,Kolkata
INV004455,6,50.0,105,Yes,18-25,Hyderabad
INV004457,6,81.4,188,Yes,18-25,Hyderabad
INV004459,7,53.8,141,Yes,26-35,Pune
INV004460,9,42.5,93,Yes,26-35,Gurugram
INV004463,6,94.8,211,Yes,26-35,Bangalore
INV004464,7,62.5,142,Yes,26-35,Faridabad
INV004468,7,76.8,154,Yes,46-55,Hyderabad
INV004472,7,50.7,156,Yes,26-35,Kolkata
INV004473,7,73.3,152,Yes,18-25,Mysore
INV004475,7,67.8,87,Yes,26-35,Amritsar
INV004477,8,58.7,180,Yes,46-55,Gurugram
INV004484,6,61.6,182,Yes,46-55,Amritsar
INV004502,7,74.5,165,Yes,36-45,Udaipur
INV004504,8,55.1,247,Yes,46-55,Hyderabad
INV004511,6,37.2,89,Yes,46-55,Ahmedabad
INV004517,6,86.6,185,Yes,46-55,Kolkata
INV004521,7,54.5,76,Yes,18-25,Ahmedabad
INV004523,6,87.2,127,Yes,26-35,Gurugram
INV004528,7,54.0,149,Yes,46-55,Indore
INV004531,8,60.0,159,Yes,26-35,Gurugram
INV004533,7,55.0,118,Yes,36-45,Ahmedabad
INV004542,7,34.0,59,Yes,36-45,Pune
INV004547,7,67.5,165,Yes,36-45,Bhopal
INV004555,8,53.1,151,Yes,36-45,Lucknow
INV004560,9,48.4,107,Yes,36-45,Coimbatore
INV004562,6,83.8,158,Yes,26-35,Hyderabad
INV004563,7,64.8,211,Yes,46-55,Surat
INV004574,8,54.6,116,Yes,36-45,Mumbai
INV004576,6,63.0,132,Yes,46-55,Jaipur
INV004579,8,43.9,77,Yes,26-35,Jaipur
INV004581,8,72.1,234,Yes,26-35,Surat
INV004589,6,71.4,225,Yes,36-45,Ahmedabad
INV004594,8,59.1,122,Yes,26-35,Gurugram
INV004598,6,84.2,195,Yes,46-55,Chennai
INV004602,9,59.6,242,Yes,26-35,Noida
INV004607,8,56.0,214,Yes,26-35,Hyderabad
INV004608,8,55.0,96,Yes,26-35,Bangalore
INV004611,7,51.2,217,Yes,18-25,Bhopal
INV004614,6,79.6,117,Yes,18-25,New Delhi
INV004617,9,39.2,83,Yes,26-35,Bangalore
INV004621,9,54.2,203,Yes,36-45,Amritsar
INV004625,6,96.4,246,Yes,18-25,Coimbatore
INV004629,8,64.6,175,Yes,18-25,Bangalore
INV004630,9,50.6,95,Yes,26-35,Bhopal
INV004631,8,64.7,109,Yes,36-45,Chennai
INV004633,7,78.2,189,Yes,18-25,Hyderabad
INV004635,7,58.7,142,Yes,18-25,Chandigarh
INV004636,6,75.6,160,Yes,18-25,Kanpur
INV004638,7,54.3,110,Yes,26-35,New Delhi
INV004640,7,68.3,202,Yes,36-45,Hyderabad
INV004641,6,67.8,105,Yes,56+,Faridabad
INV004642,6,54.8,232,Yes,46-55,Kanpur
INV004643,6,50.6,101,Yes,26-35,Noida
INV004646,7,64.5,158,Yes,18-25,Indore
INV004647,7,70.7,138,Yes,36-45,Indore
INV004650,6,80.8,143,Yes,56+,Chandigarh
INV004661,8,69.7,181,Yes,26-35,Nashik
INV004665,6,83.4,137,Yes,36-45,Bhopal
INV004672,7,72.0,127,Yes,26-35,Jaipur
INV004680,7,47.2,155,Yes,36-45,Chandigarh
INV004682,9,42.2,105,Yes,26-35,Hyderabad
INV004688,6,77.6,181,Yes,26-35,Kolkata
INV004692,6,83.6,190,Yes,26-35,Bhopal
INV004701,7,20.0,82,Yes,26-35,Gurugram
INV004704,6,93.8,141,Yes,26-35,New Delhi
INV004712,8,48.6,84,Yes,36-45,Kanpur
INV004715,7,56.8,169,Yes,46-55,Chennai
INV004716,7,74.0,197,Yes,18-25,Hyderabad
INV004737,10,54.6,120,Yes,46-55,Indore
INV004738,6,93.2,148,Yes,56+,Kanpur
INV004741,7,72.3,157,Yes,26-35,Hyderabad
INV004753,6,61.4,87,Yes,36-45,Mysore
INV004755,7,61.2,181,Yes,18-25,Agra
INV004761,6,71.4,139,Yes,26-35,Indore
INV004763,7,83.5,184,Yes,46-55,Bangalore
INV004764,6,83.0,144,Yes,46-55,Amritsar
INV004770,8,72.9,146,Yes,18-25,Surat
INV004776,9,57.4,145,Yes,36-45,Chandigarh
INV004780,7,69.5,154,Yes,36-45,Gurugram
INV004785,7,66.2,248,Yes,26-35,Amritsar
INV004787,7,72.3,140,Yes,26-35,Faridabad
INV004798,7,53.7,106,Yes,26-35,Bhopal
INV004804,6,79.2,137,Yes,36-45,Mumbai
INV004805,7,44.7,92,Yes,26-35,Indore
INV004807,8,36.9,86,Yes,36-45,Mumbai
INV004813,6,62.0,253,Yes,26-35,Kolkata
INV004819,7,62.0,120,Yes,26-35,Hyderabad
INV004825,7,70.0,141,Yes,56+,Noida
INV004833,6,65.4,171,Yes,26-35,Bhopal
INV004834,9,38.6,106,Yes,26-35,New Delhi
INV004840,7,41.0,103,Yes,18-25,Pune
INV004843,8,50.9,153,Yes,56+,Faridabad
INV004844,7,66.7,118,Yes,26-35,Pune
INV004845,6,81.8,197,Yes,18-25,Kolkata
INV004847,7,73.5,281,Yes,26-35,Pune
INV004848,9,54.1,166,Yes,26-35,Gurugram
INV004860,6,78.4,189,Yes,46-55,Amritsar
INV004863,7,68.0,220,Yes,26-35,Mumbai
INV004864,8,43.3,114,Yes,26-35,Amritsar
INV004865,7,76.3,143,Yes,56+,Nashik
INV004868,8,56.0,226,Yes,36-45,Bangalore
INV004871,8,69.1,170,Yes,26-35,Chandigarh
INV004877,7,80.5,276,Yes,26-35,Mysore
INV004889,7,70.7,159,Yes,46-55,Jaipur
INV004891,8,55.9,128,Yes,46-55,Hyderabad
INV004896,6,79.4,252,Yes,18-25,Agra
INV004901,6,54.6,96,Yes,26-35,Gurugram
INV004911,7,63.7,97,Yes,26-35,Kolkata
INV004913,6,87.0,156,Yes,26-35,Udaipur
INV004916,7,75.5,162,Yes,26-35,Faridabad
INV004917,7,51.0,77,Yes,26-35,Kanpur
INV004924,9,59.8,116,Yes,36-45,Hyderabad
INV004925,7,70.8,105,Yes,18-25,Pune
INV004926,8,66.3,133,Yes,36-45,Mysore
INV004927,7,34.2,63,Yes,26-35,Nashik
INV004947,6,45.0,75,Yes,26-35,Hyderabad
INV004953,7,67.2,138,Yes,36-45,Faridabad
INV004956,8,59.1,155,Yes,46-55,Mumbai
INV004958,7,73.2,135,Yes,36-45,Mumbai
INV004959,6,68.6,193,Yes,18-25,New Delhi
INV004967,6,63.2,112,Yes,26-35,Hyderabad
INV004973,9,55.0,99,Yes,26-35,Coimbatore
INV004974,8,52.4,102,Yes,56+,Ahmedabad
INV004978,7,63.8,157,Yes,46-55,Lucknow
INV004981,8,49.1,115,Yes,18-25,Faridabad
INV004983,7,57.7,128,Yes,26-35,Bhopal
INV004984,7,75.3,177,Yes,46-55,Agra
INV004986,7,81.3,185,Yes,26-35,Bhopal
INV004992,7,81.5,176,Yes,26-35,Udaipur
INV004996,10,46.3,104,Yes,46-55,New Delhi
INV004997,7,71.0,248,Yes,36-45,Coimbatore
